Customer_ID,Name,City,Purchase_Amount
1720,Sneha Jain,Mumbai,4782
1721,Sneha Patel,Pune,631
1722,Vikas Verma,Lucknow,1764
1723,Vikas Singh,Lucknow,4196
1724,Pooja Yadav,Bhopal,1748
1725,Priya Patel,Indore,3151
1726,Raj Patel,Jaipur,2473
1727,Anjali Sharma,Nagpur,3232
1728,Amit Verma,Nagpur,3261
1729,Anjali Jain,Lucknow,3981
1730,Raj Patel,Mumbai,3133
1731,Raj Sharma,Lucknow,1827
1732,Priya Verma,Jaipur,4945
1733,Vikas Gupta,Indore,2723
1734,Vikas Verma,Mumbai,2913
1735,Rohit Singh,Jaipur,4567
1736,Neha Singh,Jaipur,1063
1737,Karan Yadav,Mumbai,3962
1738,Anjali Jain,Jaipur,2624
1739,Sneha Joshi,Indore,4044
1740,Vikas Jain,Delhi,4705
1741,Rohit Gupta,Jaipur,1670
1742,Rohit Mehta,Bhopal,4618
1743,Neha Mishra,Jaipur,2367
1744,Raj Sharma,Indore,1726
1745,Raj Gupta,Jaipur,3790
1746,Neha Gupta,Jaipur,4856
1747,Rohit Mishra,Mumbai,1474
1748,Amit Mehta,Jaipur,3925
1749,Pooja Joshi,Jaipur,4642
1750,Neha Mishra,Bhopal,2112
1751,Neha Mishra,Nagpur,3146
1752,Raj Jain,Pune,2577
1753,Neha Jain,Mumbai,3825
1754,Neha Jain,Mumbai,3305
1755,Anjali Yadav,Pune,3750
1756,Priya Mehta,Jaipur,2676
1757,Amit Yadav,Pune,1289
1758,Karan Jain,Bhopal,2847
1759,Pooja Singh,Pune,2541
1760,Amit Mehta,Lucknow,4212
1761,Vikas Gupta,Lucknow,2495
1762,Neha Mishra,Pune,2543
1763,Raj Mishra,Pune,2022
1764,Amit Patel,Indore,3606
1765,Karan Patel,Pune,706
1766,Vikas Sharma,Indore,2369
1767,Priya Joshi,Nagpur,3105
1768,Rohit Mishra,Nagpur,2447
1769,Rohit Singh,Lucknow,1916
1770,Sneha Patel,Indore,4841
1771,Rohit Mehta,Indore,2110
1772,Pooja Patel,Indore,2181
1773,Karan Jain,Indore,536
1774,Raj Sharma,Mumbai,1456
1775,Priya Mehta,Pune,4497
1776,Priya Mehta,Bhopal,1100
1777,Pooja Sharma,Delhi,1617
1778,Vikas Mehta,Nagpur,4302
1779,Vikas Mehta,Bhopal,1545
1780,Anjali Mishra,Bhopal,4331
1781,Rohit Mishra,Pune,618
1782,Rohit Singh,Indore,1413
1783,Amit Yadav,Indore,592
1784,Raj Mehta,Bhopal,3310
1785,Sneha Mishra,Indore,1453
1786,Priya Singh,Nagpur,2551
1787,Rohit Yadav,Indore,1916
1788,Karan Verma,Lucknow,3759
1789,Rohit Sharma,Mumbai,1365
1790,Neha Yadav,Delhi,2538
1791,Pooja Patel,Mumbai,1478
1792,Pooja Yadav,Bhopal,3489
1793,Karan Joshi,Bhopal,4923
1794,Priya Jain,Jaipur,2053
1795,Karan Singh,Mumbai,925
1796,Amit Joshi,Nagpur,3505
1797,Amit Jain,Mumbai,2508
1798,Anjali Mishra,Nagpur,3936
1799,Vikas Jain,Indore,1143
1800,Karan Joshi,Delhi,1371
1801,Sneha Singh,Lucknow,1159
1802,Pooja Mehta,Indore,3045
1803,Neha Mehta,Nagpur,3664
1804,Vikas Sharma,Jaipur,517
1805,Anjali Sharma,Indore,4232
1806,Amit Patel,Lucknow,4075
1807,Anjali Joshi,Jaipur,3899
1808,Anjali Yadav,Nagpur,2774
1809,Rohit Jain,Delhi,2060
1810,Anjali Patel,Bhopal,3225
1811,Rohit Mishra,Lucknow,4380
1812,Karan Mishra,Delhi,2245
1813,Karan Mehta,Lucknow,4034
1814,Karan Jain,Pune,1034
1815,Neha Verma,Delhi,3053
1816,Anjali Sharma,Delhi,4535
1817,Pooja Sharma,Pune,3966
1818,Vikas Gupta,Nagpur,1413
1819,Priya Joshi,Lucknow,1063
1820,Anjali Patel,Nagpur,855
1821,Rohit Patel,Nagpur,4895
1822,Vikas Joshi,Nagpur,2822
1823,Anjali Verma,Lucknow,4147
1824,Anjali Yadav,Bhopal,3039
1825,Sneha Yadav,Nagpur,944
1826,Rohit Yadav,Nagpur,1584
1827,Neha Mehta,Mumbai,3742
1828,Raj Jain,Lucknow,3963
1829,Neha Patel,Jaipur,2513
1830,Raj Joshi,Indore,4850
1831,Amit Jain,Mumbai,1116
1832,Priya Joshi,Delhi,4025
1833,Karan Singh,Delhi,1228
1834,Vikas Gupta,Pune,4257
1835,Amit Jain,Indore,4258
1836,Rohit Jain,Indore,3640
1837,Pooja Sharma,Jaipur,3993
1838,Amit Joshi,Indore,3346
1839,Priya Singh,Nagpur,3791
1840,Sneha Gupta,Nagpur,4653
1841,Neha Yadav,Indore,3994
1842,Sneha Jain,Nagpur,2507
1843,Anjali Verma,Jaipur,842
1844,Priya Verma,Bhopal,4701
1845,Priya Patel,Mumbai,878
1846,Vikas Gupta,Mumbai,2961
1847,Pooja Mishra,Jaipur,3770
1848,Sneha Joshi,Mumbai,1985
1849,Sneha Sharma,Lucknow,729
1850,Vikas Patel,Pune,1574
1851,Anjali Patel,Mumbai,4828
1852,Sneha Mehta,Lucknow,2610
1853,Anjali Verma,Bhopal,1367
1854,Anjali Sharma,Lucknow,911
1855,Anjali Yadav,Jaipur,3153
1856,Sneha Yadav,Lucknow,1513
1857,Anjali Verma,Bhopal,1543
1858,Pooja Yadav,Nagpur,2685
1859,Sneha Jain,Jaipur,4216
1860,Neha Sharma,Pune,2763
1861,Priya Singh,Indore,4229
1862,Neha Mishra,Pune,1638
1863,Vikas Mehta,Delhi,3851
1864,Vikas Jain,Lucknow,1819
1865,Neha Yadav,Lucknow,2726
1866,Amit Jain,Lucknow,2575
1867,Priya Gupta,Pune,2147
1868,Karan Yadav,Nagpur,4079
1869,Amit Yadav,Jaipur,4938
1870,Raj Mishra,Jaipur,2402
1871,Pooja Yadav,Nagpur,1292
1872,Pooja Mehta,Pune,1137
1873,Anjali Singh,Lucknow,4148
1874,Raj Yadav,Lucknow,2649
1875,Sneha Mehta,Bhopal,3880
1876,Pooja Jain,Lucknow,1570
1877,Rohit Jain,Indore,517
1878,Vikas Mehta,Pune,4182
1879,Vikas Jain,Pune,2169
1880,Anjali Gupta,Pune,1730
1881,Priya Joshi,Pune,4178
1882,Pooja Verma,Nagpur,1491
1883,Anjali Verma,Indore,887
1884,Karan Yadav,Nagpur,909
1885,Anjali Joshi,Delhi,2256
1886,Vikas Gupta,Mumbai,4493
1887,Pooja Gupta,Mumbai,4057
1888,Karan Mishra,Lucknow,1453
1889,Rohit Yadav,Jaipur,3789
1890,Karan Mishra,Delhi,4462
1891,Rohit Sharma,Mumbai,3816
1892,Priya Mishra,Lucknow,4008
1893,Raj Gupta,Indore,3565
1894,Rohit Singh,Jaipur,4336
1895,Rohit Jain,Bhopal,561
1896,Neha Verma,Pune,621
1897,Amit Verma,Pune,1137
1898,Karan Singh,Bhopal,1028
1899,Pooja Joshi,Lucknow,3800
1900,Rohit Joshi,Pune,889
1901,Anjali Sharma,Nagpur,735
1902,Neha Gupta,Indore,2858
1903,Anjali Joshi,Bhopal,1803
1904,Karan Gupta,Nagpur,4645
1905,Sneha Yadav,Delhi,1344
1906,Neha Jain,Delhi,3099
1907,Anjali Patel,Mumbai,4736
1908,Priya Singh,Jaipur,1857
1909,Sneha Mishra,Indore,4096
1910,Pooja Singh,Mumbai,3826
1911,Raj Joshi,Jaipur,2505
1912,Pooja Gupta,Bhopal,1749
1913,Neha Jain,Mumbai,2578
1914,Vikas Mehta,Jaipur,4004
1915,Neha Jain,Bhopal,4919
1916,Amit Verma,Mumbai,3211
1917,Vikas Jain,Pune,3944
1918,Priya Mishra,Delhi,4364
1919,Karan Sharma,Delhi,901
1920,Pooja Mishra,Lucknow,4363
1921,Anjali Jain,Delhi,3642
1922,Sneha Sharma,Indore,4340
1923,Priya Gupta,Jaipur,1566
1924,Amit Patel,Delhi,3701
1925,Pooja Mishra,Nagpur,3567
1926,Priya Joshi,Mumbai,3440
1927,Neha Yadav,Bhopal,2030
1928,Neha Gupta,Delhi,3738
1929,Priya Jain,Mumbai,869
1930,Anjali Singh,Delhi,1888
1931,Sneha Patel,Pune,1729
1932,Neha Verma,Indore,3618
1933,Priya Jain,Pune,4029
1934,Neha Sharma,Bhopal,725
1935,Sneha Sharma,Bhopal,1196
1936,Vikas Singh,Delhi,3502
1937,Rohit Mishra,Lucknow,2264
1938,Sneha Joshi,Delhi,1981
1939,Rohit Sharma,Mumbai,788
1940,Priya Gupta,Pune,707
1941,Amit Gupta,Jaipur,1258
1942,Amit Mishra,Jaipur,2309
1943,Anjali Verma,Jaipur,1445
1944,Anjali Yadav,Delhi,4933
1945,Rohit Verma,Nagpur,949
1946,Pooja Joshi,Delhi,1517
1947,Vikas Mishra,Nagpur,3223
1948,Karan Joshi,Bhopal,1105
1949,Anjali Verma,Indore,642
1950,Priya Jain,Lucknow,1881
1951,Sneha Mehta,Mumbai,4352
1952,Priya Yadav,Lucknow,3713
1953,Pooja Mishra,Bhopal,988
1954,Raj Joshi,Mumbai,4467
1955,Amit Gupta,Mumbai,3242
1956,Sneha Jain,Delhi,4651
1957,Neha Jain,Nagpur,3011
1958,Raj Yadav,Lucknow,4952
1959,Amit Mishra,Nagpur,970
1960,Vikas Patel,Delhi,3843
1961,Pooja Patel,Pune,4338
1962,Pooja Yadav,Nagpur,2896
1963,Pooja Singh,Delhi,2353
1964,Raj Sharma,Delhi,4314
1965,Priya Mehta,Lucknow,1339
1966,Pooja Mehta,Indore,3886
1967,Priya Joshi,Indore,896
1968,Priya Yadav,Indore,4444
1969,Amit Joshi,Jaipur,3200
1970,Sneha Singh,Jaipur,3937
1971,Raj Gupta,Delhi,573
1972,Priya Gupta,Lucknow,2334
1973,Raj Mehta,Jaipur,1544
1974,Vikas Singh,Indore,1673
1975,Rohit Patel,Lucknow,3133
1976,Anjali Joshi,Indore,2875
1977,Neha Sharma,Mumbai,1827
1978,Rohit Mishra,Nagpur,4129
1979,Pooja Jain,Nagpur,2672
1980,Vikas Yadav,Mumbai,1627
1981,Pooja Mishra,Delhi,4338
1982,Anjali Patel,Bhopal,2928
1983,Priya Sharma,Bhopal,4615
1984,Rohit Patel,Pune,1092
1985,Amit Patel,Mumbai,3467
1986,Karan Verma,Nagpur,4783
1987,Neha Gupta,Bhopal,2297
1988,Karan Singh,Pune,4859
1989,Pooja Jain,Jaipur,3052
1990,Neha Jain,Bhopal,2081
1991,Priya Gupta,Jaipur,2908
1992,Karan Gupta,Delhi,3652
1993,Sneha Jain,Mumbai,4237
1994,Rohit Joshi,Delhi,1832
1995,Anjali Jain,Pune,797
1996,Raj Jain,Nagpur,796
1997,Karan Joshi,Indore,4428
1998,Rohit Mehta,Jaipur,2435
1999,Raj Joshi,Pune,3134
2000,Vikas Patel,Delhi,4507
